Postal Code,Project Name,Planning Region,Planning Area,Market segment,Property Type,Postal District,Tenure Group,Latitude,Longitude,MRT Distance (km),School Distance (km),Top School Distance (km),Top School 1km,Top School 2km
148957,QUEENS,Central Region,Queenstown,RCR,Condominium,3,99-yr,1.292674254061722,103.8066632433766,0.2184,0.2065,0.2065,1.0,1.0
259404,DRAYCOTT EIGHT,Central Region,Newton,CCR,Condominium,10,99-yr,1.310500574284349,103.83227855413,0.7177,0.8588,0.8588,1.0,1.0
769328,THE WATERGARDENS AT CANBERRA,North Region,Sembawang,OCR,Apartment,27,99-yr,1.440570428645338,103.8272206671873,0.4014,0.5302,8.1183,0.0,0.0
768097,EIGHT COURTYARDS,North Region,Yishun,OCR,Condominium,27,99-yr,1.438418469072762,103.8320555134948,0.562,0.6163,7.7183,0.0,0.0
533819,RIVERFRONT RESIDENCES,North East Region,Hougang,OCR,Apartment,19,99-yr,1.371535616169819,103.9000634575197,0.8478,0.8611,0.9729,1.0,1.0
538865,THE FLORENCE RESIDENCES,North East Region,Hougang,OCR,Apartment,19,99-yr,1.367052964604962,103.8860760852927,0.78,0.3672,0.9132,1.0,1.0
507026,CARISSA PARK CONDOMINIUM,East Region,Pasir Ris,OCR,Condominium,17,Freehold,1.358809650153284,103.9627529636855,0.8348,0.802,2.2006,0.0,0.0
797415,HIGH PARK RESIDENCES,North East Region,Sengkang,OCR,Apartment,28,99-yr,1.396040552125978,103.8745545600152,2.3676,0.3883,1.7803,0.0,1.0
828681,THE AMORE,North East Region,Punggol,OCR,Executive Condominium,19,99-yr,1.399507813168712,103.9125637972682,1.2196,0.2432,1.789,0.0,1.0
737940,ROSEWOOD,North Region,Woodlands,OCR,Condominium,25,99-yr,1.431445459532547,103.7869984313106,0.5245,0.8686,9.7735,0.0,0.0
688213,SOL ACRES,West Region,Choa Chu Kang,OCR,Executive Condominium,23,99-yr,1.376502147849072,103.7497089017369,1.1499,0.4386,5.3722,0.0,0.0
329137,SKYSUITES17,Central Region,Novena,RCR,Apartment,12,Freehold,1.327610260332473,103.8476058474361,0.5583,0.5363,0.5363,1.0,1.0
117325,KENT RIDGE HILL RESIDENCES,Central Region,Queenstown,RCR,Apartment,5,99-yr,1.281328971992206,103.7906770384618,0.5787,1.9019,2.0294,0.0,0.0
309979,PAVILION 11,Central Region,Novena,CCR,Condominium,11,Freehold,1.324347122066268,103.8484017138376,0.6686,0.896,0.896,1.0,1.0
239949,THE INSPIRA,Central Region,River Valley,CCR,Condominium,9,Freehold,1.29188373587959,103.8389455679152,0.3398,1.2135,1.2135,0.0,1.0
189350,DUO RESIDENCES,Central Region,Downtown Core,CCR,Apartment,7,99-yr,1.299162959678172,103.8578595369466,0.2797,2.1648,3.3898,0.0,0.0
267953,D'LEEDON,Central Region,Bukit Timah,CCR,Condominium,10,99-yr,1.314421655212678,103.8039129744935,0.5067,0.3074,0.3074,1.0,1.0
018979,MARINA ONE RESIDENCES,Central Region,Downtown Core,CCR,Apartment,1,99-yr,1.277224256162836,103.8536949402406,0.1339,3.329,3.329,0.0,0.0
276750,VIZ AT HOLLAND,Central Region,Bukit Timah,CCR,Condominium,10,Freehold,1.308440903461166,103.8019294383731,0.7537,0.8422,0.8422,1.0,1.0
426608,JUPITER 18,Central Region,Geylang,RCR,Apartment,15,Freehold,1.315626171626144,103.9004559956069,0.5554,0.6636,1.462,0.0,1.0
544589,RIVERCOVE RESIDENCES,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.392917351639344,103.8842697036234,1.2435,0.4267,1.7557,0.0,1.0
533813,RIVERFRONT RESIDENCES,North East Region,Hougang,OCR,Apartment,19,99-yr,1.370170752522364,103.899998611766,0.8501,0.863,0.863,1.0,1.0
469657,SKY EDEN@BEDOK,East Region,Bedok,OCR,Apartment,16,99-yr,1.324967912473074,103.9323662200381,0.2871,0.0964,1.3525,0.0,1.0
648317,CASPIAN,West Region,Jurong West,OCR,Condominium,22,99-yr,1.343092596670182,103.717865129148,0.3763,0.4981,0.4981,1.0,1.0
425259,TREESCAPE,East Region,Bedok,OCR,Apartment,15,Freehold,1.31112539571833,103.9165567106441,1.1731,1.0877,1.0877,0.0,1.0
518131,D'NEST,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.369500776483814,103.9462198972054,0.5202,0.4954,1.9003,0.0,1.0
828744,FLO RESIDENCE,North East Region,Punggol,OCR,Condominium,19,99-yr,1.392173077190006,103.9138953941274,1.7854,0.2106,1.2457,0.0,1.0
534034,RIVERSAILS,North East Region,Hougang,OCR,Condominium,19,99-yr,1.378033391856473,103.902481480732,1.1871,0.8546,0.8546,1.0,1.0
737793,PARC ROSEWOOD,North Region,Woodlands,OCR,Condominium,25,99-yr,1.427625727596465,103.785754890017,0.9696,1.2638,9.5825,0.0,0.0
677721,BLOSSOM RESIDENCES,West Region,Bukit Panjang,OCR,Executive Condominium,23,99-yr,1.38934588555851,103.7702948156458,1.4542,0.6759,7.9199,0.0,0.0
554338,AFFINITY AT SERANGOON,North East Region,Serangoon,OCR,Apartment,19,99-yr,1.365940263125911,103.8727794502751,0.9815,0.5656,0.5656,1.0,1.0
596722,THE BEVERLY,Central Region,Bukit Timah,RCR,Apartment,21,Freehold,1.338856920429823,103.7672516265119,0.9889,2.0446,2.3086,0.0,0.0
368055,BARTLEY RIDGE,Central Region,Toa Payoh,RCR,Condominium,13,99-yr,1.340689430961911,103.8805587219405,0.2234,0.9704,0.972,1.0,1.0
348271,NIN RESIDENCE,Central Region,Toa Payoh,RCR,Apartment,13,99-yr,1.332996523572238,103.8699831756716,0.1784,0.977,0.977,1.0,1.0
159018,THE CREST,Central Region,Bukit Merah,RCR,Condominium,3,99-yr,1.292754716342545,103.8198559062187,0.4906,0.912,0.912,1.0,1.0
408966,PARC ESTA,Central Region,Geylang,RCR,Apartment,14,99-yr,1.318446212995368,103.9034311361201,0.15,0.4441,1.568,0.0,1.0
229658,THE LAURELS,Central Region,Newton,CCR,Condominium,9,Freehold,1.304774349958167,103.8374318582902,0.5347,1.5297,1.5297,0.0,1.0
469599,THE GLADES,East Region,Bedok,OCR,Condominium,16,99-yr,1.326659081356459,103.9481629866589,0.21,0.2878,2.6928,0.0,0.0
575575,THE GARDENS AT BISHAN,Central Region,Bishan,RCR,Condominium,20,99-yr,1.364010372754036,103.8318236508225,0.0155,1.2269,2.0857,0.0,0.0
158745,ARTRA,Central Region,Bukit Merah,RCR,Apartment,3,99-yr,1.290030670539985,103.8171852739029,0.0666,1.1016,1.1016,0.0,1.0
438073,SANTA FE MANSIONS,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.300132913740936,103.88876823652,0.9093,1.0505,2.2215,0.0,0.0
598581,JK BUILDING,Central Region,Bukit Timah,RCR,Apartment,21,Freehold,1.340560545013854,103.7741763354652,0.2013,2.5684,2.5684,0.0,0.0
479990,PINERY RESIDENCES,East Region,Tampines,OCR,Apartment,16,99-yr,1.343544206253275,103.9390114255963,0.237,1.1441,1.1441,0.0,1.0
619603,SORA,West Region,Jurong East,OCR,Apartment,22,99-yr,1.334308217234073,103.7254406272162,1.1956,0.8431,0.8431,1.0,1.0
059828,UNION SQUARE RESIDENCES,Central Region,Singapore River,RCR,Apartment,1,99-yr,1.288001080520596,103.8434537136866,0.3714,1.7893,1.7893,0.0,1.0
619601,SORA,West Region,Jurong East,OCR,Apartment,22,99-yr,1.334308217234073,103.7254406272162,1.1956,0.8431,0.8431,1.0,1.0
139819,HUDSON PLACE RESIDENCES,Central Region,Queenstown,RCR,Apartment,5,99-yr,1.293405837936325,103.795159097437,1.0683,0.4852,1.224,0.0,1.0
169564,PROMENADE PEAK,Central Region,Bukit Merah,RCR,Condominium,3,99-yr,1.291570080487509,103.8331424808251,0.6491,0.5788,0.5788,1.0,1.0
509904,KASSIA,East Region,Pasir Ris,OCR,Condominium,17,Freehold,1.357096306242575,103.9655019003751,1.1163,1.1398,2.4461,0.0,0.0
129964,CLAVON,West Region,Clementi,OCR,Apartment,5,99-yr,1.308512377018681,103.7670859754563,0.7732,0.6621,1.0386,0.0,1.0
544627,THE VALES,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.396647105326621,103.8936418266034,0.6006,0.3326,1.7928,0.0,1.0
544628,THE VALES,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.396756898094273,103.8934620370307,0.6187,0.3405,1.8156,0.0,1.0
544917,KOVAN RESIDENCES,North East Region,Hougang,OCR,Condominium,19,99-yr,1.361315872061418,103.8850054895351,0.159,0.8297,1.0946,0.0,1.0
767999,THE BROWNSTONE,North Region,Sembawang,OCR,Executive Condominium,27,99-yr,1.445446396530196,103.8277548364849,0.3626,0.378,8.6093,0.0,0.0
689883,WANDERVALE,West Region,Choa Chu Kang,OCR,Executive Condominium,23,99-yr,1.383363372209481,103.7496388268078,0.6264,0.3738,5.9811,0.0,0.0
688199,INZ RESIDENCE,West Region,Choa Chu Kang,OCR,Executive Condominium,23,99-yr,1.373954202970693,103.7394206935636,1.3825,1.2197,4.491,0.0,0.0
528592,THE SANTORINI,East Region,Tampines,OCR,Condominium,18,99-yr,1.351666239601928,103.9281656881692,1.3467,0.2039,0.2039,1.0,1.0
518088,SEA HORIZON,East Region,Pasir Ris,OCR,Executive Condominium,18,99-yr,1.37722309068835,103.9588458219578,1.1606,0.4061,3.2024,0.0,0.0
465536,CASA MERAH,East Region,Bedok,OCR,Apartment,16,99-yr,1.328527149831478,103.9455416434855,0.1737,0.3618,2.3498,0.0,0.0
544571,SENGKANG GRAND RESIDENCES,North East Region,Sengkang,OCR,Apartment,19,99-yr,1.384102442279207,103.8927055264661,0.186,0.5902,0.5902,1.0,1.0
538750,CENTRAL VIEW,North East Region,Hougang,OCR,Condominium,19,99-yr,1.353044210942993,103.8782346233593,0.6486,0.5622,0.9943,1.0,1.0
609781,PARC OASIS,West Region,Jurong East,OCR,Condominium,22,99-yr,1.343793023448927,103.7328351485916,0.1629,0.2992,1.5913,0.0,1.0
518172,THE PALETTE,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.369721553508259,103.9449739635345,0.6044,0.5902,1.9115,0.0,1.0
544701,LA FIESTA,North East Region,Sengkang,OCR,Condominium,19,99-yr,1.389257099646413,103.8952576274224,0.253,0.5117,1.1774,0.0,1.0
648146,WESTWOOD RESIDENCES,West Region,Jurong West,OCR,Executive Condominium,22,99-yr,1.352094599515958,103.6963647695577,1.6163,1.3247,2.9514,0.0,0.0
238113,ST THOMAS SUITES,Central Region,River Valley,CCR,Condominium,9,Freehold,1.297935890107193,103.8364375620206,0.3921,1.0983,1.0983,0.0,1.0
286655,SHELFORD 23,Central Region,Bukit Timah,CCR,Apartment,11,Freehold,1.327905893973289,103.8119860782329,0.5535,0.919,0.919,1.0,1.0
276306,THE TESSARINA,Central Region,Bukit Timah,CCR,Condominium,10,Freehold,1.333060006475797,103.7897775036535,0.749,1.799,1.799,0.0,1.0
079907,NEWPORT RESIDENCES,Central Region,Downtown Core,CCR,Apartment,2,Freehold,1.273054657156948,103.8434429579993,0.4429,2.7742,2.7742,0.0,0.0
309101,GILSTEAD MANSION,Central Region,Novena,CCR,Apartment,11,Freehold,1.319311954952312,103.8401191208509,0.4312,0.7096,0.7096,1.0,1.0
248744,NATHAN RESIDENCES,Central Region,Tanglin,CCR,Apartment,10,Freehold,1.294562080854879,103.8273687091313,0.941,0.2209,0.2209,1.0,1.0
448908,MANDARIN GARDENS,East Region,Bedok,OCR,Condominium,15,99-yr,1.307406404401198,103.9234817524017,1.9154,1.6635,1.6635,0.0,1.0
129633,ELTA,West Region,Clementi,OCR,Apartment,5,99-yr,1.307556398357548,103.7676132290254,0.8919,0.7754,1.0266,0.0,1.0
544653,BELLEWATERS,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.399468421643375,103.8907053365528,1.0237,0.313,2.2455,0.0,0.0
575743,JADESCAPE,Central Region,Bishan,RCR,Condominium,20,99-yr,1.35203137552406,103.8394564515479,0.8916,0.228,1.8567,0.0,1.0
439853,AMBER SKYE,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.299629789819179,103.8981143443826,1.451,0.5872,1.3338,0.0,1.0
596131,DAINTREE RESIDENCE,Central Region,Bukit Timah,RCR,Condominium,21,99-yr,1.338636207045514,103.7703226990403,0.6801,2.2869,2.2869,0.0,0.0
573893,THOMSON THREE,Central Region,Bishan,RCR,Apartment,20,99-yr,1.357807845368747,103.8302741012514,0.3794,1.2923,2.5351,0.0,0.0
408973,PARC ESTA,Central Region,Geylang,RCR,Apartment,14,99-yr,1.318189782203131,103.9022080575038,0.2102,0.552,1.5978,0.0,1.0
579653,BISHAN POINT,Central Region,Bishan,RCR,Condominium,20,99-yr,1.359659384785255,103.8326919669199,0.4939,1.2738,2.1985,0.0,0.0
596289,THE STERLING,Central Region,Bukit Timah,RCR,Condominium,21,Freehold,1.335219894332872,103.7818413385999,0.1344,2.2791,2.2791,0.0,0.0
368063,BARTLEY RIDGE,Central Region,Toa Payoh,RCR,Condominium,13,99-yr,1.341091275004298,103.8814575643396,0.2364,1.0439,1.0683,0.0,1.0
218815,KENTISH GREEN,Central Region,Kallang,RCR,Apartment,8,99-yr,1.315599978203556,103.8517873240825,0.4367,1.6875,1.9375,0.0,1.0
387390,SIMS URBAN OASIS,Central Region,Geylang,RCR,Condominium,14,99-yr,1.319835215459392,103.8806268951475,0.4558,0.4113,0.4113,1.0,1.0
387389,SIMS URBAN OASIS,Central Region,Geylang,RCR,Condominium,14,99-yr,1.319531638583991,103.8805421675015,0.4339,0.4201,0.4201,1.0,1.0
148962,STIRLING RESIDENCES,Central Region,Queenstown,RCR,Apartment,3,99-yr,1.291149506418456,103.8045736105164,0.4135,0.4053,0.4053,1.0,1.0
598662,THE SEN,Central Region,Bukit Timah,RCR,Condominium,21,99-yr,1.346894307572244,103.7678612184372,1.0693,2.1115,3.1984,0.0,0.0
138678,HERITAGE VIEW,Central Region,Queenstown,RCR,Condominium,5,99-yr,1.303715530888503,103.7838585831969,0.6044,1.0019,1.7498,0.0,1.0
098403,REFLECTIONS AT KEPPEL BAY,Central Region,Bukit Merah,RCR,Condominium,4,99-yr,1.267729548635568,103.8141129006339,0.5853,0.4852,2.4539,0.0,0.0
328704,RIVERBAY,Central Region,Kallang,RCR,Apartment,12,999-yr,1.327987321170533,103.862540519298,0.8485,0.849,1.8324,0.0,1.0
465417,URBAN VISTA,East Region,Bedok,OCR,Condominium,16,99-yr,1.327666770101604,103.9447459389687,0.186,0.2958,2.2976,0.0,0.0
767996,THE CRITERION,North Region,Yishun,OCR,Executive Condominium,27,99-yr,1.418125746152086,103.8454164912354,1.3849,1.2788,5.1773,0.0,0.0
534027,RIVERSAILS,North East Region,Hougang,OCR,Condominium,19,99-yr,1.37924442942221,103.9023831796712,1.1279,0.7336,0.7336,1.0,1.0
768105,THE MILTONIA RESIDENCES,North Region,Yishun,OCR,Condominium,27,99-yr,1.416920322758874,103.8474439509249,1.6086,1.473,5.014,0.0,0.0
368062,BARTLEY RIDGE,Central Region,Toa Payoh,RCR,Condominium,13,99-yr,1.341328031759234,103.8812886110359,0.2045,1.0169,1.0485,0.0,1.0
426641,PARK COURT,Central Region,Geylang,RCR,Apartment,15,Freehold,1.315596134065022,103.9001941838513,0.5747,0.6591,1.4777,0.0,1.0
329426,VISTA RESIDENCES,Central Region,Novena,RCR,Condominium,12,Freehold,1.32860656574187,103.8432833951319,0.648,0.3798,0.3798,1.0,1.0
128827,PARC CLEMATIS,West Region,Clementi,OCR,Apartment,5,99-yr,1.316401838748911,103.7596181828865,0.6326,0.5609,1.0192,0.0,1.0
436839,THE CONTINUUM,Central Region,Geylang,RCR,Apartment,15,Freehold,1.310997106057535,103.8957201937168,0.8444,0.4478,1.5695,0.0,1.0
158749,ASCENTIA SKY,Central Region,Bukit Merah,RCR,Condominium,3,99-yr,1.290951037166458,103.8170002656173,0.1497,1.0995,1.0995,0.0,1.0
329714,OKIO,Central Region,Novena,RCR,Apartment,12,Freehold,1.322133428227486,103.8531996618712,1.0004,1.3999,1.3999,0.0,1.0
439836,LIV @ MB,Central Region,Marine Parade,RCR,Condominium,15,99-yr,1.299555915515655,103.888308126853,0.9723,1.127,2.2736,0.0,0.0
219333,N.A.,Central Region,Kallang,RCR,Apartment,8,Freehold,1.315739567487038,103.8546548741419,0.3677,1.3888,2.0707,0.0,0.0
169905,THE REGENCY AT TIONG BAHRU,Central Region,Bukit Merah,RCR,Condominium,3,Freehold,1.281860960379268,103.8305621110602,0.5847,1.2369,1.2369,0.0,1.0
138687,DOVER PARKVIEW,Central Region,Queenstown,RCR,Condominium,5,99-yr,1.306093947982947,103.7843456965295,0.6682,0.898,1.5866,0.0,1.0
428769,ROXY SQUARE,Central Region,Marine Parade,RCR,Apartment,15,999-yr,1.303356964015218,103.9046855040287,1.8333,0.3293,0.4943,1.0,1.0
079718,SKYSUITES@ANSON,Central Region,Downtown Core,CCR,Apartment,2,99-yr,1.274643978047123,103.8447415873149,0.2397,2.7331,2.7331,0.0,0.0
249628,UPPERHOUSE AT ORCHARD BOULEVARD,Central Region,River Valley,CCR,Apartment,10,99-yr,1.301996042556686,103.8240151072329,0.9416,0.6993,0.6993,1.0,1.0
239637,RIVER GREEN,Central Region,River Valley,CCR,Apartment,9,99-yr,1.294770653845764,103.8332090334971,0.867,0.617,0.617,1.0,1.0
249510,HOLLAND TOWER,Central Region,Tanglin,CCR,Apartment,10,Freehold,1.307574807960559,103.8028911935367,0.7653,0.948,0.948,1.0,1.0
309462,6 DERBYSHIRE,Central Region,Novena,CCR,Condominium,11,Freehold,1.315681725511559,103.8458804173756,0.5761,1.3622,1.3622,0.0,1.0
307989,NEWTON 18,Central Region,Novena,CCR,Apartment,11,Freehold,1.314294263753117,103.8411506975849,0.384,0.9123,0.9123,1.0,1.0
298127,368 THOMSON,Central Region,Novena,CCR,Condominium,11,Freehold,1.327091331647113,103.8419785737449,0.7677,0.5989,0.5989,1.0,1.0
307605,THOMSON EURO-ASIA,Central Region,Novena,CCR,Condominium,11,Freehold,1.318058726659824,103.8446820513714,0.2812,1.203,1.203,0.0,1.0
591401,PINE GROVE,Central Region,Bukit Timah,RCR,Condominium,21,99-yr,1.318373471703082,103.7743442767048,0.9097,0.2441,0.2441,1.0,1.0
436593,RIVEREDGE,Central Region,Kallang,RCR,Condominium,15,99-yr,1.300905149492439,103.8819312135928,0.5811,1.5993,2.0968,0.0,0.0
387386,SIMS URBAN OASIS,Central Region,Geylang,RCR,Condominium,14,99-yr,1.319189587205396,103.8813808243133,0.3508,0.3301,0.3301,1.0,1.0
148960,STIRLING RESIDENCES,Central Region,Queenstown,RCR,Apartment,3,99-yr,1.292054817135471,103.8055464339278,0.2837,0.2739,0.2739,1.0,1.0
677672,HILLION RESIDENCES,West Region,Bukit Panjang,OCR,Apartment,23,99-yr,1.378429189957625,103.7634271085519,0.0404,0.0575,6.5806,0.0,0.0
677615,DAIRY FARM RESIDENCES,West Region,Bukit Panjang,OCR,Apartment,23,99-yr,1.366374835094236,103.7750824991096,0.9606,1.6714,5.4114,0.0,0.0
544588,RIVERCOVE RESIDENCES,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.39239603145779,103.8841877995913,1.2468,0.383,1.7034,0.0,1.0
667982,KINGSFORD . HILLVIEW PEAK,West Region,Bukit Batok,OCR,Condominium,23,99-yr,1.364790399675124,103.7641689336571,0.4433,1.5512,5.2108,0.0,0.0
508830,COASTAL CABANA,East Region,Pasir Ris,OCR,Executive Condominium,17,99-yr,1.376113946389885,103.9568327844653,0.9065,0.552,2.984,0.0,0.0
469988,COSTA DEL SOL,East Region,Bedok,OCR,Condominium,16,99-yr,1.31134604035644,103.9386075185722,1.701,0.932,3.0064,0.0,0.0
569418,AMO RESIDENCE,North East Region,Ang Mo Kio,OCR,Apartment,20,99-yr,1.369162162468973,103.8333219704324,0.5893,0.7648,1.8187,0.0,1.0
534203,RIO VISTA,North East Region,Hougang,OCR,Condominium,19,99-yr,1.3719188842589,103.9013019177075,0.9873,0.9913,1.1005,0.0,1.0
126751,WHISTLER GRAND,West Region,Clementi,OCR,Apartment,5,99-yr,1.320031286557596,103.7540102541582,1.3529,1.2768,1.6377,0.0,1.0
648145,WESTWOOD RESIDENCES,West Region,Jurong West,OCR,Executive Condominium,22,99-yr,1.351897785022599,103.6962148993223,1.5957,1.3233,2.955,0.0,0.0
737811,WOODHAVEN,North Region,Woodlands,OCR,Condominium,25,99-yr,1.430044404536202,103.7838898476784,0.8066,1.2402,9.9168,0.0,0.0
417392,VACANZA @ EAST,East Region,Bedok,OCR,Condominium,14,Freehold,1.329014461157055,103.9144008199692,0.7306,1.2734,1.389,0.0,1.0
768100,EIGHT COURTYARDS,North Region,Yishun,OCR,Condominium,27,99-yr,1.43812325597608,103.8312254497902,0.5609,0.6336,7.7149,0.0,0.0
689874,THE RAINFOREST,West Region,Choa Chu Kang,OCR,Executive Condominium,23,99-yr,1.383401953919987,103.7483740188102,0.4955,0.3527,5.9067,0.0,0.0
828841,WATERTOWN,North East Region,Punggol,OCR,Apartment,19,99-yr,1.406937218254062,103.9029083038664,0.42,0.2536,2.4212,0.0,0.0
648159,LAKE GRANDE,West Region,Jurong West,OCR,Condominium,22,99-yr,1.345598541169278,103.7240230401781,0.3628,0.5996,0.9074,1.0,1.0
545084,RIVERVALE CREST,North East Region,Sengkang,OCR,Apartment,19,99-yr,1.390867810702791,103.9041888802124,0.9831,0.571,0.6301,1.0,1.0
528511,THE TAPESTRY,East Region,Tampines,OCR,Condominium,18,99-yr,1.35363968003848,103.929080980775,1.3885,0.0745,0.0745,1.0,1.0
756985,PARC LIFE,North Region,Sembawang,OCR,Executive Condominium,27,99-yr,1.442696260428112,103.8186214900125,0.7241,0.5072,8.7108,0.0,0.0
529414,PARKTOWN RESIDENCE,East Region,Tampines,OCR,Apartment,18,99-yr,1.366848422810875,103.9377763572148,1.4523,0.7314,1.7316,0.0,1.0
788982,SPRINGLEAF RESIDENCE,North Region,Yishun,OCR,Apartment,26,99-yr,1.396012486537927,103.8175631983244,0.303,2.7798,4.608,0.0,0.0
619614,THE LAKEGARDEN RESIDENCES,West Region,Jurong East,OCR,Apartment,22,99-yr,1.336552291043583,103.7255969021722,1.0024,0.7369,0.7369,1.0,1.0
129632,ELTA,West Region,Clementi,OCR,Apartment,5,99-yr,1.307556398357548,103.7676132290254,0.8919,0.7754,1.0266,0.0,1.0
529232,THE EDEN AT TAMPINES,East Region,Tampines,OCR,Executive Condominium,18,99-yr,1.355981764391869,103.9594570848744,0.4591,0.9848,1.7631,0.0,1.0
535193,KOVAN GRANDEUR,North East Region,Hougang,OCR,Apartment,19,99-yr,1.360745318097697,103.8919858755548,0.7063,0.5428,0.5428,1.0,1.0
806746,SUNRISE GARDENS,North East Region,Ang Mo Kio,OCR,Condominium,28,99-yr,1.389690730935662,103.8571700178268,1.6205,1.3416,2.0163,0.0,0.0
788888,LENTOR MODERN,North East Region,Ang Mo Kio,OCR,Apartment,26,99-yr,1.386070534226932,103.8339200385612,0.2392,0.7022,2.5176,0.0,0.0
756929,PROVENCE RESIDENCE,North Region,Sembawang,OCR,Executive Condominium,27,99-yr,1.448695517002087,103.8271712007238,0.7032,0.6137,8.9724,0.0,0.0
738992,TWIN FOUNTAINS,North Region,Woodlands,OCR,Executive Condominium,25,99-yr,1.430789265616528,103.7994689490382,1.1028,0.9276,8.7825,0.0,0.0
019916,ONE MARINA GARDENS,Central Region,Marina South,RCR,Apartment,1,99-yr,1.275800608512697,103.8629361923512,0.5334,4.3085,4.3085,0.0,0.0
437910,MEYER BLUE,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.296583071809255,103.891682981836,1.3542,1.0867,2.1242,0.0,0.0
416827,ASTORIA PARK,East Region,Bedok,OCR,Condominium,14,99-yr,1.321777704993038,103.9122521666496,0.1129,0.8593,1.8698,0.0,1.0
117757,TERRA HILL,Central Region,Queenstown,RCR,Apartment,5,Freehold,1.27854240766097,103.7933620894819,0.3451,1.9254,1.9254,0.0,1.0
347846,THE VENUE RESIDENCES,Central Region,Toa Payoh,RCR,Apartment,13,99-yr,1.32854801731171,103.8695269481384,0.3348,0.9161,1.4721,0.0,1.0
598604,N.A.,Central Region,Bukit Timah,RCR,Apartment,21,Freehold,1.340873700846327,103.7724599694913,0.3729,2.5637,2.5637,0.0,0.0
389783,TRE RESIDENCES,Central Region,Geylang,RCR,Condominium,14,99-yr,1.317227826120897,103.8850159053038,0.2503,0.276,0.276,1.0,1.0
598603,N.A.,Central Region,Bukit Timah,RCR,Apartment,21,Freehold,1.340873701120047,103.7724599689474,0.3729,2.5637,2.5637,0.0,0.0
387391,SIMS URBAN OASIS,Central Region,Geylang,RCR,Condominium,14,99-yr,1.32007644101938,103.8812314998509,0.4463,0.3472,0.3472,1.0,1.0
409053,PARK PLACE RESIDENCES AT PLQ,Central Region,Geylang,RCR,Apartment,14,99-yr,1.315836753636183,103.8927466484271,0.2552,0.2842,1.0264,0.0,1.0
198784,SOUTHBANK,Central Region,Kallang,RCR,Apartment,7,99-yr,1.306312031129328,103.8643083344373,0.2082,1.0964,2.6712,0.0,0.0
117284,NORMANTON PARK,Central Region,Queenstown,RCR,Apartment,5,99-yr,1.286700741480563,103.7909794969731,1.0432,1.3624,1.835,0.0,1.0
519464,THE ESPARIS,East Region,Pasir Ris,OCR,Executive Condominium,18,99-yr,1.369355789979943,103.96010365742,1.271,0.5274,2.5893,0.0,0.0
598012,VIEW AT KISMIS,Central Region,Bukit Timah,RCR,Apartment,21,99-yr,1.338517819182753,103.7697079610662,0.7472,2.2691,2.2691,0.0,0.0
439445,BUTTERWORTH 8,Central Region,Geylang,RCR,Condominium,15,Freehold,1.312122377278122,103.8946635694021,0.6892,0.5853,1.4196,0.0,1.0
544685,JEWEL @ BUANGKOK,North East Region,Sengkang,OCR,Condominium,19,99-yr,1.380907356926728,103.8918729770484,0.1954,0.2348,0.2348,1.0,1.0
309329,STRATA,Central Region,Novena,CCR,Apartment,11,Freehold,1.317409763348128,103.8449138404231,0.3578,1.2309,1.2309,0.0,1.0
518137,D'NEST,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.369134123885399,103.944788531852,0.6618,0.644,1.8452,0.0,1.0
506869,PARC OLYMPIA,East Region,Pasir Ris,OCR,Condominium,17,99-yr,1.355212164766685,103.9651365246703,1.0943,1.2818,2.3714,0.0,0.0
158748,ASCENTIA SKY,Central Region,Bukit Merah,RCR,Condominium,3,99-yr,1.29094473172583,103.8170001152579,0.149,1.0993,1.0993,0.0,1.0
126755,TWIN VEW,West Region,Clementi,OCR,Apartment,5,99-yr,1.320049382380573,103.75216125907,1.5444,1.4352,1.8419,0.0,1.0
486842,CHANGI GREEN,East Region,Tampines,OCR,Condominium,16,Freehold,1.344771149720917,103.9638206108466,0.432,2.18,2.3706,0.0,0.0
458950,AXIS @ SIGLAP,East Region,Bedok,OCR,Apartment,15,Freehold,1.311864084505838,103.9238263244561,1.511,1.2264,1.835,0.0,1.0
129963,CLAVON,West Region,Clementi,OCR,Apartment,5,99-yr,1.30862135080823,103.766796157117,0.7533,0.6294,1.021,0.0,1.0
679274,NARRA RESIDENCES,West Region,Bukit Panjang,OCR,Apartment,23,99-yr,1.368055441716012,103.7745837098841,1.0146,1.4784,5.5898,0.0,0.0
556745,CHUAN PARK,North East Region,Serangoon,OCR,Condominium,19,99-yr,1.352513200915135,103.8644547429907,0.106,0.6108,0.6108,1.0,1.0
266225,D'LEEDON,Central Region,Bukit Timah,CCR,Condominium,10,99-yr,1.315928046063594,103.8029139720568,0.5253,0.1408,0.1408,1.0,1.0
