Postal Code,Project Name,Planning Region,Planning Area,Market segment,Property Type,Postal District,Tenure Group,Latitude,Longitude,MRT Distance (km),School Distance (km),Top School Distance (km),Top School 1km,Top School 2km
545042,PARK GREEN,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.380392592422725,103.9001244591027,0.8505,0.7723,0.7723,1.0,1.0
239895,THE ABODE AT DEVONSHIRE,Central Region,River Valley,CCR,Apartment,9,Freehold,1.297638488833867,103.8376967426476,0.3301,1.2038,1.2038,0.0,1.0
669809,HILLHAVEN,West Region,Bukit Batok,OCR,Condominium,23,99-yr,1.362086638096114,103.7635210758574,0.4319,1.8472,4.9194,0.0,0.0
469982,BAYSHORE PARK,East Region,Bedok,OCR,Condominium,16,99-yr,1.31134348854578,103.9352439805068,1.5221,0.7952,2.8429,0.0,0.0
768077,1 CANBERRA,North Region,Yishun,OCR,Executive Condominium,27,99-yr,1.438472634140661,103.8298936441378,0.5023,0.5996,7.7986,0.0,0.0
439957,ONE AMBER,Central Region,Marine Parade,RCR,Condominium,15,Freehold,1.301376380102639,103.8981667521173,1.3346,0.4015,1.2474,0.0,1.0
199018,TEXTILE CENTRE,Central Region,Kallang,RCR,Apartment,7,99-yr,1.303978813134629,103.8615542452518,0.4016,1.4905,3.0702,0.0,0.0
249185,M5,Central Region,Tanglin,CCR,Apartment,10,Freehold,1.295666585926809,103.8288597508097,0.9983,0.3416,0.3416,1.0,1.0
259816,BELMOND GREEN,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.315261279131887,103.8317728420875,0.675,0.3882,0.3882,1.0,1.0
259888,THE BALMORAL SPRING,Central Region,Newton,CCR,Apartment,10,Freehold,1.315466361810299,103.8342957505936,0.4135,0.2924,0.2924,1.0,1.0
596128,DAINTREE RESIDENCE,Central Region,Bukit Timah,RCR,Condominium,21,99-yr,1.339534620723802,103.7702846794776,0.6448,2.3619,2.3862,0.0,0.0
579722,BRADDELL VIEW,Central Region,Toa Payoh,RCR,Apartment,20,Other,1.342687503202357,103.8402808350991,0.5556,0.8323,0.9855,1.0,1.0
249594,CLIVEDEN AT GRANGE,Central Region,River Valley,CCR,Condominium,10,Freehold,1.300003310047965,103.8261238574658,0.812,0.8401,0.8401,1.0,1.0
466402,EASTERN LAGOON,East Region,Bedok,OCR,Condominium,16,Freehold,1.313679411370122,103.9346348699918,1.2568,0.5285,2.5773,0.0,0.0
556744,CHUAN PARK,North East Region,Serangoon,OCR,Condominium,19,99-yr,1.352513200915135,103.8644547429907,0.106,0.6108,0.6108,1.0,1.0
544741,RIVERSOUND RESIDENCE,North East Region,Sengkang,OCR,Condominium,19,99-yr,1.380612269751385,103.9021166646934,1.0607,0.6132,0.6132,1.0,1.0
449292,LAGOON VIEW,East Region,Bedok,OCR,Apartment,15,99-yr,1.309146462806371,103.9327156594235,1.6772,1.0401,2.7073,0.0,0.0
669606,MERAWOODS,West Region,Bukit Batok,OCR,Condominium,23,999-yr,1.355739382336612,103.7591436466334,0.8776,1.6101,4.3115,0.0,0.0
506861,PARC OLYMPIA,East Region,Pasir Ris,OCR,Condominium,17,99-yr,1.3558859934741,103.9653046136917,1.1016,1.2311,2.4003,0.0,0.0
519963,ELIAS GREEN,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.370195620888338,103.9432450568379,0.7417,0.7392,1.9626,0.0,1.0
567697,THE PANORAMA,North East Region,Ang Mo Kio,OCR,Condominium,20,99-yr,1.376027406314523,103.8347306665461,0.5867,0.7297,1.7993,0.0,1.0
679049,THE DAIRY FARM,West Region,Bukit Panjang,OCR,Condominium,23,Freehold,1.36474904687511,103.771005419817,0.4769,1.7214,5.1895,0.0,0.0
648164,LAKEVILLE,West Region,Jurong West,OCR,Condominium,22,99-yr,1.345136978799565,103.7259712136354,0.5578,0.7841,1.0096,0.0,1.0
769323,THE WATERGARDENS AT CANBERRA,North Region,Sembawang,OCR,Apartment,27,99-yr,1.440228448313531,103.8271881463085,0.4303,0.5592,8.0839,0.0,0.0
419542,EUHABITAT,East Region,Bedok,OCR,Condominium,14,99-yr,1.327954151262641,103.9070014141999,0.822,1.2961,2.1878,0.0,0.0
518196,THE PALETTE,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.370309613688557,103.9447762092281,0.5855,0.5777,1.9757,0.0,1.0
218605,SOHO @ FARRER,Central Region,Rochor,RCR,Apartment,8,Freehold,1.310763560028088,103.8529527529409,0.2324,1.8464,2.2722,0.0,0.0
388222,ZYANYA,Central Region,Geylang,RCR,Apartment,14,Freehold,1.313921030720165,103.8832763573971,0.2819,0.4675,0.6431,1.0,1.0
259725,THE LEGEND,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.31828107898794,103.8293825204186,0.4143,0.3821,0.3821,1.0,1.0
228175,1919,Central Region,Rochor,CCR,Apartment,9,Freehold,1.302776123663863,103.8465709767909,0.456,2.2102,2.2102,0.0,0.0
288422,28 SHELFORD,Central Region,Bukit Timah,CCR,Apartment,11,Freehold,1.328993475081731,103.8117691686305,0.6063,0.9394,0.9394,1.0,1.0
308365,MIRO,Central Region,Novena,CCR,Apartment,11,Freehold,1.31393361941559,103.8423803947074,0.5192,1.0525,1.0525,0.0,1.0
387982,DELIGHT COURT,Central Region,Geylang,RCR,Apartment,14,Freehold,1.315141474579819,103.8880428314873,0.5883,0.6467,0.6467,1.0,1.0
259297,POLLEN & BLEU,Central Region,Tanglin,CCR,Condominium,10,99-yr,1.314144553739072,103.8070354637924,0.3558,0.6336,0.6336,1.0,1.0
569979,KINGSGROVE,North East Region,Serangoon,OCR,Condominium,20,Freehold,1.35563325212443,103.8588174386705,0.7427,0.9409,1.323,0.0,1.0
536471,CHERRYHILL,North East Region,Serangoon,OCR,Condominium,19,Freehold,1.350290265895904,103.8780227591017,0.5134,0.8688,0.9349,1.0,1.0
534017,HERON BAY,North East Region,Hougang,OCR,Executive Condominium,19,99-yr,1.376792889230491,103.9031554286639,1.3156,0.9663,0.9663,1.0,1.0
098373,THE RESIDENCES AT W SINGAPORE SENTOSA COVE,Central Region,Southern Islands,CCR,Condominium,4,99-yr,1.246513532400584,103.8430643189486,3.0541,3.9132,5.3998,0.0,0.0
238590,BELLE VUE RESIDENCES,Central Region,River Valley,CCR,Condominium,9,Freehold,1.296595788995069,103.8423938728278,0.4757,1.6513,1.6513,0.0,1.0
228475,SOPHIA HILLS,Central Region,Rochor,CCR,Condominium,9,99-yr,1.3013126659791,103.8471569028498,0.3125,2.329,2.329,0.0,0.0
259962,ARDMORE II,Central Region,Newton,CCR,Condominium,10,Freehold,1.309801785805023,103.8275401837977,0.8326,1.1562,1.1562,0.0,1.0
268675,FOURTH AVENUE RESIDENCES,Central Region,Bukit Timah,CCR,Apartment,10,99-yr,1.330498270800502,103.7965776252509,0.0983,1.0028,1.0028,0.0,1.0
259344,PALM SPRING,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.31725838027889,103.831038948591,0.6306,0.326,0.326,1.0,1.0
358464,CASA MEYA,Central Region,Toa Payoh,RCR,Apartment,13,Freehold,1.330890087454209,103.8668966507798,0.276,0.9726,1.3105,0.0,1.0
169588,EMERALD PARK,Central Region,Bukit Merah,RCR,Condominium,3,99-yr,1.290094674458893,103.8300922447535,0.5325,0.3674,0.3674,1.0,1.0
738996,TWIN FOUNTAINS,North Region,Woodlands,OCR,Executive Condominium,25,99-yr,1.431148484333122,103.8002083422066,1.0534,0.9673,8.7616,0.0,0.0
544688,JEWEL @ BUANGKOK,North East Region,Sengkang,OCR,Condominium,19,99-yr,1.38058117433111,103.8923685966913,0.2099,0.1968,0.1968,1.0,1.0
518132,D'NEST,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.369076336258948,103.9462708349727,0.5533,0.5251,1.8543,0.0,1.0
458966,OCEAN PARK,East Region,Bedok,OCR,Condominium,15,Freehold,1.309715316227115,103.9177867802641,1.3692,1.1247,1.1247,0.0,1.0
768076,1 CANBERRA,North Region,Yishun,OCR,Executive Condominium,27,99-yr,1.438666191640162,103.8297374392159,0.4811,0.5814,7.8246,0.0,0.0
549978,N.A.,North East Region,Serangoon,OCR,Apartment,19,999-yr,1.354159497292575,103.8753272397651,0.5364,0.5468,0.7454,1.0,1.0
388064,TORIEVIEW MANSIONS,Central Region,Geylang,RCR,Apartment,14,Freehold,1.314481701686246,103.885985749034,0.4048,0.5996,0.5996,1.0,1.0
357916,PARC MONDRIAN,Central Region,Toa Payoh,RCR,Apartment,13,Freehold,1.336131594879963,103.8679882039223,0.4915,0.7432,0.7432,1.0,1.0
217701,1953,Central Region,Kallang,RCR,Apartment,8,Freehold,1.316477524004925,103.8577508499221,0.5547,1.0457,2.2066,0.0,0.0
398106,THE WATER EDGE,Central Region,Geylang,RCR,Apartment,14,Freehold,1.31372105189031,103.8887595794708,0.6044,0.7345,0.82,1.0,1.0
539765,THE QUINN,North East Region,Serangoon,OCR,Apartment,19,Freehold,1.344031909771879,103.8728828148307,0.5609,0.0583,0.2954,1.0,1.0
769306,THE COMMODORE,North Region,Sembawang,OCR,Condominium,27,99-yr,1.441580789760152,103.8273826030906,0.3207,0.4465,8.2175,0.0,0.0
529874,TROPICAL SPRING,East Region,Tampines,OCR,Condominium,18,99-yr,1.341211336846551,103.9554068933523,0.3165,1.7913,1.7913,0.0,1.0
268851,GALLOP GABLES,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.31523307204385,103.8075974548346,0.2328,0.6668,0.6668,1.0,1.0
436954,N.A.,Central Region,Geylang,RCR,Apartment,15,999-yr,1.313720450111026,103.8938415306384,0.4958,0.5057,1.2447,0.0,1.0
298130,CUBE 8,Central Region,Novena,CCR,Condominium,11,Freehold,1.328363608889204,103.8414183623213,0.8259,0.5301,0.5301,1.0,1.0
218746,28 RC SUITES,Central Region,Rochor,RCR,Apartment,8,Freehold,1.309981792134702,103.8529520054614,0.3075,1.902,2.3046,0.0,0.0
259325,HALLMARK RESIDENCES,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.316280031598817,103.8310369553779,0.6954,0.371,0.371,1.0,1.0
298089,THE TREVOSE,Central Region,Novena,CCR,Condominium,11,99-yr,1.322404800964404,103.8254102269489,0.2497,0.8013,0.8013,1.0,1.0
518181,SEASTRAND,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.37563698686221,103.960644064982,1.2958,0.1398,3.1655,0.0,0.0
828745,FLO RESIDENCE,North East Region,Punggol,OCR,Condominium,19,99-yr,1.391989302233267,103.9137514009475,1.788,0.2214,1.2205,0.0,1.0
528716,DOUBLE BAY RESIDENCES,East Region,Tampines,OCR,Condominium,18,99-yr,1.340314961610959,103.956850554838,0.5026,1.9759,1.9759,0.0,1.0
669627,THE PETALS,West Region,Bukit Batok,OCR,Condominium,23,Freehold,1.353155097102213,103.7606798558842,1.1595,1.7057,3.9923,0.0,0.0
534543,PRESTO@UPPER SERANGOON,North East Region,Serangoon,OCR,Apartment,19,Freehold,1.345716882256089,103.8715553633528,0.492,0.1849,0.4612,1.0,1.0
506846,THE INFLORA,East Region,Pasir Ris,OCR,Condominium,17,99-yr,1.356328431233078,103.9665782004181,1.2383,1.2832,2.5479,0.0,0.0
506886,HEDGES PARK CONDOMINIUM,East Region,Pasir Ris,OCR,Condominium,17,99-yr,1.354965267548399,103.9671830573383,1.3231,1.4412,2.5943,0.0,0.0
596188,VIEW AT KISMIS,Central Region,Bukit Timah,RCR,Apartment,21,99-yr,1.338047833762193,103.7698130168841,0.761,2.2176,2.2176,0.0,0.0
518130,D'NEST,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.369831810966922,103.9464415766138,0.4763,0.4523,1.9401,0.0,1.0
738993,TWIN FOUNTAINS,North Region,Woodlands,OCR,Executive Condominium,25,99-yr,1.430867213465669,103.7995807246705,1.0924,0.9315,8.7813,0.0,0.0
689051,PALM GARDENS,West Region,Choa Chu Kang,OCR,Condominium,23,99-yr,1.378074569467935,103.7478817137882,0.8993,0.247,5.3875,0.0,0.0
533853,FOREST WOODS,North East Region,Serangoon,OCR,Condominium,19,99-yr,1.35166212277349,103.8766671253411,0.4187,0.7377,0.7916,1.0,1.0
417297,RESIDENCES 88,East Region,Bedok,OCR,Apartment,14,Freehold,1.32627973484675,103.9078114837583,0.8159,1.1154,2.1795,0.0,0.0
767972,THE CRITERION,North Region,Yishun,OCR,Executive Condominium,27,99-yr,1.417915479776207,103.8457682601215,1.4228,1.3109,5.1483,0.0,0.0
546053,BLISS@KOVAN,North East Region,Hougang,OCR,Condominium,19,Freehold,1.362550232906775,103.8835517917785,0.3643,0.7679,1.2047,0.0,1.0
159953,THE ANCHORAGE,Central Region,Queenstown,RCR,Condominium,3,Freehold,1.288614690305858,103.8050099645917,0.6706,0.2616,0.2616,1.0,1.0
218078,N.A.,Central Region,Rochor,RCR,Apartment,8,999-yr,1.309363010735868,103.8538501989034,0.3472,1.8749,2.4235,0.0,0.0
229628,CAVENAGH COURT,Central Region,Newton,CCR,Apartment,9,Freehold,1.309908607337185,103.8431506526587,0.7561,1.3741,1.3741,0.0,1.0
228463,8 @ MOUNT SOPHIA,Central Region,Rochor,CCR,Condominium,9,Other,1.300964834609992,103.8459565572209,0.2525,2.1915,2.1915,0.0,0.0
648322,THE LAKEFRONT RESIDENCES,West Region,Jurong West,OCR,Condominium,22,99-yr,1.343352399678048,103.7193035770006,0.219,0.4974,0.4974,1.0,1.0
159027,PRINCIPAL GARDEN,Central Region,Bukit Merah,RCR,Condominium,3,99-yr,1.292546766133802,103.8216905171998,0.6388,0.7083,0.7083,1.0,1.0
399839,ESTA RUBY,Central Region,Geylang,RCR,Apartment,14,Freehold,1.313900065076761,103.893617178884,0.4722,0.4848,1.213,0.0,1.0
249208,LATITUDE,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.296120207427773,103.8281146619523,0.9875,0.3804,0.3804,1.0,1.0
429074,THE SOUND,East Region,Bedok,OCR,Condominium,15,Freehold,1.309837284299299,103.9148820151555,1.2641,0.8529,0.8529,1.0,1.0
669617,GLENDALE PARK,West Region,Bukit Batok,OCR,Condominium,23,Freehold,1.362556906738862,103.7652338091441,0.24,1.8113,4.9533,0.0,0.0
828776,ECOPOLITAN,North East Region,Punggol,OCR,Executive Condominium,19,99-yr,1.4013165856433,103.8968462580746,0.6358,0.797,2.0049,0.0,0.0
545551,RESIDENCES BOTANIQUE,North East Region,Hougang,OCR,Condominium,19,Freehold,1.357373188134974,103.8762589429094,0.9069,0.2377,1.0513,0.0,1.0
769133,THE ESTUARY,North Region,Yishun,OCR,Condominium,27,99-yr,1.410496183833736,103.8304796281765,0.8143,1.6855,4.9268,0.0,0.0
239227,LEONIE TOWERS,Central Region,River Valley,CCR,Apartment,9,Freehold,1.297150282601599,103.8319582233584,0.7601,0.6578,0.6578,1.0,1.0
258005,ST MARTIN RESIDENCE,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.306377855255481,103.8240202020179,0.9529,0.6915,0.6915,1.0,1.0
309061,GILSTEAD TWO,Central Region,Novena,CCR,Apartment,11,Freehold,1.314960350378716,103.8384594026868,0.1363,0.6166,0.6166,1.0,1.0
596180,SUITES AT BUKIT TIMAH,Central Region,Bukit Timah,RCR,Apartment,21,Freehold,1.340548478865511,103.7736491295924,0.2549,2.5537,2.5537,0.0,0.0
109705,THE INTERLACE,Central Region,Bukit Merah,RCR,Condominium,4,99-yr,1.282217696487238,103.8036620425568,1.1093,0.8337,0.8337,1.0,1.0
574045,BISHAN 8,Central Region,Bishan,RCR,Condominium,20,99-yr,1.349476444934552,103.8470381242835,0.1949,0.9036,1.3543,0.0,1.0
387986,CHEN FANG MANSIONS,Central Region,Geylang,RCR,Apartment,14,Freehold,1.315382217559027,103.8879364814203,0.5708,0.6186,0.6186,1.0,1.0
248468,TANGLIN PARK,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.300183148878039,103.8170299884597,1.1739,0.4488,0.4488,1.0,1.0
098395,TURQUOISE,Central Region,Southern Islands,CCR,Condominium,4,99-yr,1.242440746688078,103.8367550788156,3.116,3.7992,5.6716,0.0,0.0
259848,THE BALMORAL,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.314923565578569,103.8286120156798,0.6551,0.6797,0.6797,1.0,1.0
259910,BALMORAL RESIDENCES,Central Region,Newton,CCR,Condominium,10,Freehold,1.315860768362352,103.8354973643634,0.3221,0.3048,0.3048,1.0,1.0
509731,AZALEA PARK CONDOMINIUM,East Region,Pasir Ris,OCR,Condominium,17,999-yr,1.360248589091811,103.9632966188702,0.9422,0.716,2.3123,0.0,0.0
759158,NORTHWOOD,North Region,Mandai,OCR,Condominium,27,Freehold,1.426927064769037,103.8240530393193,1.2496,1.0036,6.8725,0.0,0.0
518189,SEASTRAND,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.375560550936073,103.9610727247442,1.3405,0.0994,3.1868,0.0,0.0
248479,TANGLIN PARK,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.299854797171254,103.8152379767934,1.1192,0.5662,0.5662,1.0,1.0
739010,BELLEWOODS,North Region,Woodlands,OCR,Executive Condominium,25,99-yr,1.432723484346002,103.801172745628,0.875,0.9732,8.8328,0.0,0.0
128038,WEST BAY CONDOMINIUM,West Region,Clementi,OCR,Condominium,5,99-yr,1.299534174362429,103.766258111383,1.7461,0.8125,0.8125,1.0,1.0
308364,PARK INFINIA AT WEE NAM,Central Region,Novena,CCR,Condominium,11,Freehold,1.314413869999005,103.8432911918748,0.6222,1.1241,1.1241,0.0,1.0
308186,MEDGE,Central Region,Novena,CCR,Apartment,11,Freehold,1.323374322563552,103.8503808269244,0.798,1.0993,1.0993,0.0,1.0
426313,THE TREELINE,East Region,Bedok,OCR,Apartment,15,Freehold,1.317608617042122,103.9137767982557,0.3925,0.7891,1.477,0.0,1.0
567707,FLORAVIEW,North East Region,Ang Mo Kio,OCR,Apartment,20,Freehold,1.391514647871768,103.8507333655312,1.2614,1.0596,2.166,0.0,0.0
529778,THE TROPICA,East Region,Tampines,OCR,Condominium,18,99-yr,1.348730497183646,103.9272658150132,1.3143,0.5337,0.5337,1.0,1.0
574036,BOONVIEW,Central Region,Bishan,RCR,Condominium,20,Freehold,1.351665191623433,103.8415539940092,0.7379,0.3426,1.7211,0.0,1.0
569765,FAR HORIZON GARDENS,North East Region,Ang Mo Kio,OCR,Condominium,20,99-yr,1.383218282665196,103.8392051043329,0.4927,0.2656,1.892,0.0,1.0
596746,SIGNATURE PARK,Central Region,Bukit Timah,RCR,Condominium,21,Freehold,1.341810475376752,103.7685529255588,0.8035,2.1434,2.632,0.0,0.0
538311,BARTLEY VUE,Central Region,Toa Payoh,RCR,Apartment,19,99-yr,1.340493536818809,103.883658640236,0.4728,1.2962,1.3171,0.0,1.0
358841,INTERO,Central Region,Toa Payoh,RCR,Apartment,13,Freehold,1.330249158635087,103.8673525171097,0.2594,1.0253,1.3559,0.0,1.0
589605,THE RESERVE RESIDENCES,Central Region,Bukit Timah,RCR,Apartment,21,99-yr,1.340511142974338,103.7774603700704,0.2134,2.6746,2.6746,0.0,0.0
417958,SUITES @ EUNOS,East Region,Bedok,OCR,Apartment,14,Freehold,1.320533404142608,103.9057724220581,0.2948,0.4844,1.7186,0.0,1.0
547320,PALM GROVE CONDOMINIUM,North East Region,Hougang,OCR,Condominium,19,999-yr,1.360076750772476,103.8785375990852,0.7929,0.2218,1.4435,0.0,1.0
544988,THE QUARTZ,North East Region,Sengkang,OCR,Condominium,19,99-yr,1.380636750541449,103.8936799019403,0.2246,0.2612,0.2612,1.0,1.0
528790,SAVANNAH CONDOPARK,East Region,Tampines,OCR,Condominium,18,99-yr,1.348660893402327,103.9617663907532,0.7666,1.7426,2.0253,0.0,0.0
518142,COCO PALMS,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.371097200375963,103.9461648437537,0.4081,0.4008,2.0756,0.0,0.0
557322,KENSINGTON PARK CONDOMINIUM,North East Region,Serangoon,OCR,Condominium,19,999-yr,1.368694198221756,103.8686632084021,0.7265,0.2675,0.2675,1.0,1.0
458553,FERNWOOD TOWERS,East Region,Bedok,OCR,Condominium,15,Freehold,1.309426543601041,103.9252485252506,1.7016,1.3998,1.899,0.0,1.0
538533,THE GAZANIA,North East Region,Serangoon,OCR,Condominium,19,Freehold,1.345238007716098,103.878557201884,0.3318,0.6536,0.8484,1.0,1.0
258055,SOMMERVILLE PARK,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.311477649335819,103.8066012598314,0.6561,0.7463,0.7463,1.0,1.0
249183,MUTIARA CREST,Central Region,Tanglin,CCR,Apartment,10,Freehold,1.295868405478777,103.8293761717411,0.9569,0.3815,0.3815,1.0,1.0
259313,THE PRINCETON,Central Region,Tanglin,CCR,Apartment,10,Freehold,1.316650124742186,103.8327159155446,0.6291,0.2019,0.2019,1.0,1.0
699871,NOVO PLACE,West Region,Tengah,OCR,Executive Condominium,24,99-yr,1.349138441061391,103.7370497538596,0.9037,0.507,2.2705,0.0,0.0
438665,GRAND DUNMAN,Central Region,Marine Parade,RCR,Apartment,15,99-yr,1.307635495865254,103.890771978632,0.2781,0.5572,1.5124,0.0,1.0
699866,NOVO PLACE,West Region,Tengah,OCR,Executive Condominium,24,99-yr,1.349138441061391,103.7370497538596,0.9037,0.507,2.2705,0.0,0.0
828740,FLO RESIDENCE,North East Region,Punggol,OCR,Condominium,19,99-yr,1.392118068592985,103.9130025668154,1.7191,0.3058,1.1651,0.0,1.0
768694,THE WISTERIA,North Region,Yishun,OCR,Apartment,27,99-yr,1.418447035793593,103.8411124124469,0.9118,1.1878,5.3075,0.0,0.0
768864,THE CANOPY,North Region,Yishun,OCR,Executive Condominium,27,99-yr,1.424248714165335,103.8485285950181,1.6098,0.8522,5.7366,0.0,0.0
648150,WESTWOOD RESIDENCES,West Region,Jurong West,OCR,Executive Condominium,22,99-yr,1.352544125177907,103.6971009461713,1.663,1.299,2.9065,0.0,0.0
587969,SOUTHAVEN II,West Region,Bukit Panjang,OCR,Condominium,21,999-yr,1.347036141637681,103.7727522688181,0.7089,2.6481,3.2458,0.0,0.0
507002,EDELWEISS PARK CONDOMINIUM,East Region,Pasir Ris,OCR,Condominium,17,Freehold,1.356815773621245,103.9683716388149,1.4355,1.3907,2.7535,0.0,0.0
519960,ELIAS GREEN,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.370923432386933,103.9421624165688,0.8255,0.8314,2.0518,0.0,0.0
534205,RIO VISTA,North East Region,Hougang,OCR,Condominium,19,99-yr,1.372614313203488,103.9010444072539,0.9671,0.9571,1.135,0.0,1.0
247854,KUM HING COURT,Central Region,River Valley,CCR,Apartment,10,Freehold,1.302828397109369,103.8260460965258,0.7015,0.8964,0.8964,1.0,1.0
238863,LUCKY PLAZA,Central Region,Orchard,CCR,Apartment,9,Freehold,1.304506046466357,103.8339623398165,0.1991,1.4676,1.4676,0.0,1.0
596710,FORETT@BUKIT TIMAH,Central Region,Bukit Timah,RCR,Apartment,21,Freehold,1.339908538823957,103.7675231507624,0.932,2.0522,2.4236,0.0,0.0
357905,BLOSSOMS @ WOODLEIGH,Central Region,Toa Payoh,RCR,Condominium,13,Freehold,1.336413574622816,103.868571670355,0.4249,0.6809,0.6809,1.0,1.0
437876,THE BELVEDERE,Central Region,Marine Parade,RCR,Condominium,15,Freehold,1.297410523275577,103.8875108773105,1.171,1.3356,2.4938,0.0,0.0
439888,AMBER RESIDENCES,Central Region,Marine Parade,RCR,Condominium,15,Freehold,1.301256235372565,103.9008260879491,1.5918,0.5799,0.9827,1.0,1.0
398083,THE WATERINA,Central Region,Geylang,RCR,Apartment,14,Freehold,1.313345689574304,103.8910847859962,0.5735,0.6118,1.025,0.0,1.0
229160,8 HULLET,Central Region,Newton,CCR,Apartment,9,Freehold,1.303010940489705,103.8387183224815,0.3087,1.6488,1.6488,0.0,1.0
278537,HYLL ON HOLLAND,Central Region,Bukit Timah,CCR,Condominium,10,Freehold,1.310259641001943,103.8023757990706,0.7147,0.6445,0.6445,1.0,1.0
249690,3 CUSCADEN,Central Region,River Valley,CCR,Apartment,10,Freehold,1.303933319307066,103.8293881615773,0.3182,1.2572,1.2572,0.0,1.0
239194,HORIZON TOWERS,Central Region,River Valley,CCR,Condominium,9,99-yr,1.298290676811739,103.8333776479011,0.6449,0.8578,0.8578,1.0,1.0
599429,ENG KONG GREEN,Central Region,Bukit Timah,RCR,Condominium,21,Freehold,1.335783928862043,103.7698585340848,0.9081,1.9667,1.9667,0.0,1.0
278745,PARVIS,Central Region,Bukit Timah,CCR,Condominium,10,Freehold,1.310695644255716,103.7998447531211,0.4324,0.6241,0.6241,1.0,1.0
389760,SIMS EDGE,Central Region,Geylang,RCR,Apartment,14,Freehold,1.316404856698675,103.8879067636708,0.5555,0.5348,0.5348,1.0,1.0
423687,TEMBELINA,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.309333818136564,103.903297292353,1.1616,0.3596,0.7427,1.0,1.0
596741,SIGNATURE PARK,Central Region,Bukit Timah,RCR,Condominium,21,Freehold,1.342388696809958,103.7683758926593,0.829,2.1212,2.6965,0.0,0.0
329585,SUMMER GREEN,Central Region,Novena,RCR,Apartment,12,Freehold,1.326970701129822,103.8497165070798,0.6758,0.7427,0.7427,1.0,1.0
424340,CANTIZ @ RAMBAI,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.310888892316654,103.9058692554328,1.0313,0.5246,0.6896,1.0,1.0
169278,TWIN REGENCY,Central Region,Bukit Merah,RCR,Condominium,3,Freehold,1.284776655207778,103.8284589765843,0.185,0.8822,0.8822,1.0,1.0
398480,REZI 26,Central Region,Geylang,RCR,Apartment,14,Freehold,1.312774853296072,103.8851046340236,0.474,0.7006,0.765,1.0,1.0
219679,CAMBRIDGE VILLAGE,Central Region,Kallang,RCR,Apartment,8,Freehold,1.313194528037233,103.8474459512422,0.7507,1.6043,1.6043,0.0,1.0
518156,SEA ESTA,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.377427792656165,103.9598772258771,1.2751,0.3454,3.2822,0.0,0.0
534239,TANGERINE GROVE,North East Region,Hougang,OCR,Condominium,19,Freehold,1.350256623939263,103.8805794271109,0.7959,0.9091,1.219,0.0,1.0
668159,THE ARDEN,West Region,Bukit Batok,OCR,Apartment,23,99-yr,1.376586545087605,103.756984005168,0.7547,0.2261,5.9198,0.0,0.0
258868,HOLLAND MEWS,Central Region,Tanglin,CCR,Apartment,10,Freehold,1.309538120773156,103.8062602900363,0.875,0.8835,0.8835,1.0,1.0
506761,THE JOVELL,East Region,Pasir Ris,OCR,Condominium,17,99-yr,1.358007362264855,103.9668345156371,1.2692,1.1747,2.6129,0.0,0.0
168652,YONG SIAK VIEW,Central Region,Bukit Merah,RCR,Apartment,3,Freehold,1.282834476540658,103.8300770083848,0.466,1.1197,1.1197,0.0,1.0
467625,LUCKY COURT,East Region,Bedok,OCR,Apartment,16,Freehold,1.318413951028478,103.9414264168504,1.1189,0.8167,2.5595,0.0,0.0
425244,EMPRADO SUITES,East Region,Bedok,OCR,Apartment,15,Freehold,1.310876317347,103.9154850737334,1.1648,0.9763,0.9763,1.0,1.0
529870,MODENA,East Region,Tampines,OCR,Condominium,18,99-yr,1.342056858534152,103.954736264288,0.1981,1.6722,1.6722,0.0,1.0
387544,SUITES @ SIMS,Central Region,Geylang,RCR,Apartment,14,Freehold,1.315747260764306,103.8871882031565,0.4816,0.5349,0.5349,1.0,1.0
398353,IDYLLIC SUITES,Central Region,Geylang,RCR,Apartment,14,Freehold,1.312850809108973,103.8864976257635,0.5467,0.7896,0.7896,1.0,1.0
149927,PENRITH,Central Region,Queenstown,RCR,Apartment,3,99-yr,1.295758493167474,103.8086952164829,0.3203,0.3211,0.3211,1.0,1.0
